,tweetids,topics,alltopics,categories,ThirdPartyObservation,SignificantEventChange,Factoid,FirstPartyObservation,ContinuingNews,EmergingThreats,Official,Hashtags,KnownAlready,ServiceAvailable,Irrelevant,MultimediaShare,Discussion,Sentiment,Unknown,Advice,SearchAndRescue,cleanedtweets
1121,665680189523931136,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Discussion']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,: New Post: He’s Back Again: “I Predicted Paris Attack” – TB Joshua Follow
1122,665674387807432705,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,BOOM! CIA Director Met with French Security Chief and Mossad Before Paris Attacks
1123,665427052775014400,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"People of Paris, we are with you! #prayforparis"
1124,665576372278984705,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CBS Makes Major Changes To Focus Of Dem Debate In Light Of Paris Attacks
1125,665448457533005824,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,: #prayforparis t shirts out R150 per shirt Dm for a shirt
1126,665343274450706432,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Now with153 deaths and counting. Worst Friday 13 #PrayForParis
1127,665287752892706816,parisAttacks2015,parisAttacks2015,"['SignificantEventChange', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,BBCBreaking : Hostage-taking under way in Paris at the Bataclan arts centre - French media
1128,665523503161065472,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,#ParisAttacks Global solidarity with victims while global denial about problem origin still goes on.
1129,665525961450893313,parisAttacks2015,parisAttacks2015,"['SearchAndRescue', 'KnownAlready']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Paris attacks: Man's smartphone blocks shrapnel: As French authorities attempt to piece together the set of ev...
1130,665563440879153154,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Do you hear the people sing? Singing the song of angry men. It is the music of the people who will not be slaves again #prayforparis
1131,665388683718168576,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Harrowing to know that this is the direction the world is headed in. Please Stay safe. #prayforparis #prayforjapan #prayforbaghdad
1132,665422835368726528,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,": #Repost instagram ・・・ ""Peace for Paris"" Illustration by #jesuisparis 🇫🇷"
1133,665494252722368512,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Photos: Friday Night's Attacks In Paris: A series of shootings and explosions killed 127 in and around the Fre...
1134,665570537872211968,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,": 14 years ago, Le monde headlines read ""We are all Americans."" Today, We are all French. #PrayForParis"
1135,665616126231973888,parisAttacks2015,parisAttacks2015,"['Factoid', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Paris: 1 hostage-taker born in France; 1 French citizen, 2 Belgian residents arrested"
1136,665333189053775873,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LIVE: Major Coordinated Attack Across Paris, Hostages Taken, Police Confirm At Least 46 Dead"
1137,665339663121408001,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,The news today is just devastating. Praying for Paris and for peace. #PrayForPeace #PrayforParis
1138,665336717486878721,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,what an insensitive idiot you truly are. This is the reason you can never be in govt. Shame on you. #prayforparis
1139,665572554359312384,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,": BREAKING:One of the bombers in #ParisAttacks passed through island of Leros as migrant in October,GreekMinister says ht…"
1140,665572553793011712,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK-Trained Lawyer Is First Paris Victim Named: The LSE says ""our hearts after filled with sadnes... (By )"
1141,665306159276949504,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'MultimediaShare', 'Factoid']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MUSLIM RAMPAGE IN PARIS - 100 HOSTAGES TAKEN IN THEATER; 60+ DEAD
1142,665468571015843841,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,German team land on home soil following Paris attacks
1143,665624951001620480,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"U.S. airstrike kills senior ISIS leader in Libya in Friday operation initiated before Paris attacks, Pentagon says."
1144,665429443322748929,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: What happened at each location of the Paris attacks...
1145,665311019418415105,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Too unfortunate innocent souls are being lost...praying for those under hostage #Paris
1146,665362085279195139,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#AutoFollow Paris attacks: Jason Manford's Facebook profile removed after he slams ... -… #facebook
1147,665618860138082304,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Syria talks produce election roadmap after Paris attacks: VIENNA (Reuters) - The United States, Russia and pow..."
1148,665476884243714048,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Deepest condolences for the victims and those who lost their loved ones..#ParisAttacks
1149,665678961200922624,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NFL responds to Paris attacks with safety plan for Sunday games:
1150,665551312097030144,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Paris Attacks: U.S. Muslim Coalition to Respond to Paris Terror Attacks: 'We Condemn These Horrific Crimes In The...
1151,665441159481851904,parisAttacks2015,parisAttacks2015,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,VIDEO: Watch as bomb detonates during football match in string of Paris terror attacks via
1152,665335151040135168,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,The #Saudi Royal Family is supporting #Terrorism all over the world’ - HH #YounusAlGohar #ParisAttack #PrayForParis
1153,665384709829038085,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,This isnot just an attack on Paris.It's an attack on all of humanity and the universal values we share #PrayForParis
1154,665448929287344128,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Paris Attacks Reaction: Australia Says It Stands With France: Paris attacks reaction: Australia says its thoug...
1155,665337197999104001,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid', 'KnownAlready']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NoCulturalFit comments on ""State of emergency declared across France after Paris shootings and explosions"" -"
1156,665302430947540992,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'MultimediaShare', 'Factoid']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Paris attacks: 60 reported killed, hostage situation ongoing"
1157,665647148441214976,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,A horrible day. Nothing more to say. #Parisattacks #JeSuisParis #krita #gimp
1158,665571042254016514,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,'60 Minutes' Adds Paris Attacks Segment to Sunday Lineup
1159,665324555297095684,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'KnownAlready']",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"About 100 dead at Bataclan concert venue in central Paris, French media quote police as saying"
1160,665626444286980096,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paris Attacks Likely to Inspire More Aggressive U.S. Strategy on ISIS #whsworld
1161,665348711216730112,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,let's #prayforparis let's pray for peace.
1162,665501565508190211,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Syria's Bashar al-Assad: Paris Attacks Result of French Policy: Syrian President Bashar al-Assad said today th...
1163,665368170501271552,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#bhramabull Eagles of Death Metal: Band in Paris Attack's Chart History: Eagles of Death Metal wer... #bhramabull
1164,665506155930787840,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,The stupidity level in the world is too damn high!!!!!!!!!!!! #PrayForParis
1165,665572562198392832,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Unknown', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"ISIS Claims Paris Attacks, France Vows 'Merciless' Response"
1166,665308422083059712,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,don't use what's happening in Paris as an opportunity to be islamophobic my heart's out to those suffering and their families #PrayForParis
1167,665552535957049344,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Paris Attacks -- Facebook Activates 'Safety Check': Facebook activated its ""Safety Check"" tool for users in Paris…"
1168,665481956176601088,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,: #prayforparis my thoughts go out to the family who lost their love ones... (Vine by 80's Marvel #prayforparis) https:/…
1169,665570105997180932,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,: This is so important #PrayForParis
1170,665569567197036544,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"#prayforparis. I have no words, I can't begin to imagine how frightening it must have been last night…"
1171,665440112709341184,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,#PrayForParis ️🇫🇷 we all suffer with you️🇫🇷
1172,665660291980664833,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Sentiment']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,† RIP † 13 November 2015 † RIP † In Commemoration and memory of the victims of the attacks in Paris
1173,665419012969484288,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Last #trends 6:40 #PrayForParis, #TerrorismHasNoReligion, #ViveLaFrance, #FranceUnderAttack, #NotAfraid, #news"
1174,665669199587581954,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,: Today's News: World › Syria's Assad blames France as Arab world condemns Paris attacks
1175,665447350840766465,parisAttacks2015,parisAttacks2015,"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,CNN: RT cnni: Germany’s Merkel responds to #Paris attacks: “We will help to lead the fight” against terror …
1176,665300716756537344,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Check out this article from USA TODAY: At least 46 dead in attacks in Paris; 100 taken hostage
1177,665438709869842432,parisAttacks2015,parisAttacks2015,"['Factoid', 'Hashtags', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"#LebanonBombing costed us 53 human lives, yet another 105 plus during #ParisAttacks. We had about 227 in #EgyptCrash too. What is going on!?"
1178,665338198369959936,parisAttacks2015,parisAttacks2015,"['FirstPartyObservation', 'MultimediaShare']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Scary how you can hear the bomb. #PrayForParis
1179,665333000389922816,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Suicide bombing is Paris, killing 140 people. I'm praying for those who were in it and their families. #thinkingofparis #prayforparis"
1180,665345836314857472,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,November 13 terrible day for the world #PrayForParis
1181,665565526052093953,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Democratic Debate Focus Shifts After Paris Attacks
1182,665457148122537985,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"• san francisco city hall proudly lit in bleu, blanc et rouge 🇫🇷 • #prayforparis #prayforpeace"
1183,665293932658606081,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": So many dangerous people out there, it's terrifying. Thoughts are with everyone in Paris right now. #PrayForParis https:/…"
1184,665602024663306240,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"Belfast City Hall has been lit blue, white and red tonight in solidarity for the Paris attacks. #ParisAttacks"
1185,665664261516054529,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOMBSHELL! MASSIVE DRILLS ON SAME DAY AS THE PARIS ATTACK
1186,665370600211415041,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,#prayforparis 🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷Illustration by
1187,665464543041089536,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paris attacks: Is it safe to travel to Paris?: Following a series of coordinated terror attacks across Paris, ..."
1188,665309332687425536,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tragic occurrences in Paris tonight. Can't understand it!! #PrayForParis
1189,665390780144422912,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paris attacks: Taylor's students in France safe: PETALING JAYA: A group of Malaysians from Taylor's Uni... #JDT01
1190,665637080920231937,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#SyrianWomen #Syria Syria talks begin in Vienna under pall of Paris attacks: Breast Cance... #UniteBlue #World :(
1191,665357597332135937,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Top story: Paris attacks: Thousands sing national anthem during stadium evacuat… , see more"
1192,665669146999435264,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Livestream #82 | #PrayForParis
1193,665548224975900672,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,BBC Rugby News Fixtures off after Paris attacks: This weekend's European Champions Cup and Challenge Cup match...
1194,665307056845385728,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Obama: Paris attacks not just on people of France but on 'all humanity'
1195,665327695056789504,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I'm without words after listen the news that are coming from Paris... I want to express my solidarity with the French people #PrayforParis
1196,665412702840442881,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BREAKING: French Security Forces Take Decisive Action Following Worst Paris Attack Since WW II
1197,665487438849011712,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,French FM says ‘more necessary than ever’ to coordinate anti-terror fight: Vienna: The Paris attacks show it i...
1198,665472150829182976,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cameron calls emergency meeting over Paris attacks: LONDON (Reuters) - Prime Minister David Cameron convened a...
1199,665373486387343360,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Secretary of Defense Ash Carter on the Paris attacks: “We have never stood closer than we do now.… #NewsInTweets
1200,665545475819307009,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[Naijadailyfeed] ‘Paris Attacks An Act Of War By ISIS’ – Hollande: French President, Francois Hollande, has de..."
1201,665439722903355393,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Discussion']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paris attack: French President vows &amp;#039;merciless&amp;#039; retaliation: French President Francois Hollande in a...
1202,665366200839483393,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"It's nice to know that in times of need, the world can finally come together to show its support. #prayforparis"
1203,665292946267176960,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'Hashtags', 'ContinuingNews']",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,#ParisAttacks - At least 26 dead in multiple shootings; reports 35 more dead and 100 hostages at Paris theater
1204,665563958879911936,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Paris Attacks: France-bound plane AF1741evacuated in Amsterdam after ‘threats’ """
1205,665530635428233218,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paris attack draws attention to Obama's claim of progress on ISIS via
1206,665661397645307904,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belgium justice minister: 'number of' arrests made in Brussels relating to Paris attacks: via
1207,665413758856990720,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paris attack similar to Mumbai assault: Experts: The horrific terrorist attack in Paris has been described as ...
1208,665556885806813184,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Paris Attacks Were an ‘Act of War’ by ISIS, Hollande Says"
1209,665648965119946752,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#AceNewsReport - Republican Candidates Urge Aggressive Response After Paris Attacks: The G.O.P. hopef... #ANS2015
1210,665673445401694208,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"After Paris attacks, people stand up for Muslims with #TerrorismHasNoReligion"
1211,665509897979756544,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paris attacks could add to stock market and oil price woes
1212,665330739802542081,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,: #prayforparis so relieved our loved ones are safe 🇫🇷 sending love and healing for everyone in Paris
1213,665420454178521088,parisAttacks2015,parisAttacks2015,['FirstPartyObservation'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris attacker blamed French military action in Syria: witness
1214,665523596572434432,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,#PrayForParis I can't even believe what I've read this morning. The world is a messed up place.. My thoughts are with everyone affected.
1215,665326606429257728,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,breakingbad_bot: breakingbad_bot: breakingbad_bot: sachinr_91: RT IndiaFinger: Paris attack is bad &amp; heart-breaking. But worst thing is abo…
1216,665383430901903360,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Paris attacks: At least 153 killed in gunfire and blasts, French officials say"
1217,665370495592890368,parisAttacks2015,parisAttacks2015,['ServiceAvailable'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Here's the complete list of phone numbers for embassies in Paris. Please spread this far and wide. #PorteOuverte
1218,665293580609699840,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,everyone try and stay safe #PrayForParis
1219,665546591143460865,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Pope: Paris Attack Is Third World War - Daily Beast
1220,665508811088728064,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ISIS 'claims responsibility' for Paris attacks after hundreds killed across French city #news
1221,665451716658266114,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"Paris turned out the lights as a sign of mourning, but the rest of the world lit them again. #PrayForParis"
1222,665308570213179393,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France shutting borders after deadly Paris attacks, hostage taking"
1223,665541643605565440,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Sentiment']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"We dedicate tonight performance to the victims and families of the attacks in Paris, against terrorism and cruelty."
1224,665556352387964929,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Poland's new government rejects migrant quotas after Paris attacks
1225,665294290873135104,parisAttacks2015,parisAttacks2015,"['SignificantEventChange', 'Factoid', 'ContinuingNews']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MORE UPDATES: French police: At least 26 dead in Paris attacks; hostages taken via theob…
1226,665483130761904128,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISIS Supporters Celebrate Paris Attacks as Conservative War Hawks Call for Action
1227,665485883563487234,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"More than 100 dead in string of Paris attacks, say officials - Times of India"
1228,665315601007538176,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid', 'KnownAlready']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Dozens dead, hostages in Paris attacks: Casualties and hostages reported near Place de la République after bla..."
1229,665536339761217536,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,My sincere apologies to #Paris - If America could keeps its damn bombs in its pants there'd be fewer crazies out there gunning for revenge.
1230,665642946482450432,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cruz ties Paris attacks to religious liberty pitch
1231,665520692775948293,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"#France 24 com World leaders react to ‘barbaric’ Paris attacks: World leaders, senior religious figures and to..."
1232,665320030611988483,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid', 'KnownAlready']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Several Dead After Explosions and Shootings in Paris Borders being locked down....
1233,665404736749871106,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,‘Blood &amp; bodies everywhere’: Paris hostage crisis survivors relive horrific attack #RT #news
1234,665595811363975168,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,: 2 buildings #Sthlm lit in tricolor 🇫🇷 to honor victims and show Solidarity #PrayForParis (Globen/DN) …
1235,665347944007208960,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,": close my eyes and I can see a better day,and I pray"" our prayers will be for all of them #PrayForJapan #PrayForParis htt…"
1236,665343770817224704,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Right on cue: Obama accelerates Syrian refugee plan in wake of Paris attacks
1237,665397309899952130,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facebook activates safety status tool after deadly Paris attacks: The social network's Safety Check tool is de...
