,tweetids,topics,alltopics,categories,FirstPartyObservation,Official,ContinuingNews,ThirdPartyObservation,SignificantEventChange,Factoid,Advice,Irrelevant,KnownAlready,EmergingThreats,MultimediaShare,ServiceAvailable,PastNews,Sentiment,Donations,Volunteer,Discussion,Weather,InformationWanted,MovePeople,cleanedtweets
200,391005908001501185,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'SignificantEventChange', 'Factoid', 'Official']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Advice - Hungerford Creek Fire (Muswellbrook) The immediate threat to properties has eased. #NSWRFS #nsw…
201,391008277762281472,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM begins speech at Legacy conf in Bris acknowledging bush fires in NSW. Says he hoped to visit affected areas later
202,391010886636167168,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#nswfires Students at #springwood High School #shelter_in_place #firefighters in area &amp; additional crews on route
203,391017505264656384,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia broke over 120 extreme weather related records in 2012/13 summer, Now record temps &amp; bush fires in OCT already #auspol #cliamte"
204,391019887612932096,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Say cheese! Hope you are all having a great Friday. Our thoughts go out to those in the NSW bush fires.
205,391020403508129792,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,": NSW RFS Deputy Commissioner Rob Rogers describes Lithgow blaze as ""a monster fire"". More: #NSWfires"
206,391021213008424960,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": David Jones, Bureau of Meteorology, said climate change will see fire conditions worsen for much of Australia"
207,391028880212893696,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"As catastrophic fires devastate Australia, many want to stay in denial #climate #Australia"
208,391029366743777280,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'ServiceAvailable', 'Factoid', 'Official']",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: Status of evacuation centres: #NSWRFS #nswfires
209,391033938522537984,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rolling coverage of #nswfires onair and online -
210,391035519766773761,australiaBushfire2013,australiaBushfire2013,"['Volunteer', 'ThirdPartyObservation', 'ServiceAvailable', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,: Can you help home pets/animals in need of temporary homes? #nswfires NARGA volunteers would like to hear from you https:…
211,391038988456181760,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,On going great work from the fireries. Thanks so much. #NSWRFS #nswfires
212,391039227527299072,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,": 'A terrible beauty is born'. Yeats nailed it. Lake Macquarie fires from my home beach, Redhead. #nswfires"
213,391039554687213568,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ServiceAvailable', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: In light of our current #nswfires &gt; Employment entitlements during natural disasters or emergencies fact sheet
214,391040611685789696,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We will try and keep our page up to date with fire updates around NSW as they come to hand
215,391041203052888064,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Our thoughts and prayers are with all those affected by the bushfires in NSW . To our fire fighters we are...
216,391044764046331904,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,feeling for the people of NSW. I have friends who have lost their home in this bush fires.
217,391044801790877696,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: #NSWFires #SydneyFires Winmalee press conference - authorities try to take advantage of favourable weather conditions to…
218,391049314849419265,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Faces of the #NSWfires: personal stories from people affected and those offering help #knowthestory
219,391050350834487296,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Hall Rd Fire, Balmoral Village (Sthn Highlands) Fire has crossed railway line at Yanderra. Main Southern Railway clsed #nswfires"
220,391053634965762050,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: LEPPINGTON: #CamdenValleyWay is closed in both directions between Cowpasture Rd and Denham Court Rd due to #nswfires. S…
221,391058034824192000,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Five police officers in Blue Mountains were fighting fires and evacuating residents while their own homes were burning down. #nswfires
222,391060329083305984,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Tony Abbott: We grieve for everyone impacted by these fires and we thank and congratulate everyone who is working to keep NSW…
223,391064062022254592,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Tony #Abbott: ""We are not called a land of droughts and flooding rain, a sun burnt country for nothing"" #NSWfires"
224,391064183652904960,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Deputy Chief Executive Mike Willis spoke to Sydney media about the treatment of patients during the #nswfires
225,391065840403378176,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other states help as NSW fires rage
226,391066956071055360,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Springwood fires earlier today #nswfires #bushfires and it was scary stuff!
227,391067446833975296,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: LITHGOW TO BELL: #BellsLineOfRoad is OPEN again in both directions after being closed due to #nswfires earlier.
228,391070273773903873,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,did Abbott acknowledge the its unusual to have a series of major fires this early: before summer? #NSWfires
229,391075856413507584,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sending my thoughts and prayers to all those involved in the #nswfires xx &lt;3
230,391079958442807296,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Advice']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: Twitter list of important Emergency Services and other important Twitter feeds in #NSWfires: #sydneyf…
231,391085314561036288,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia Fires: Man Dies As Homes Destroyed
232,391085855621664768,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#news Australia fires: Firefighters fought scores of bush fires blazing in Australia's New South Wales early Friday.
233,391086266663436288,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""": s--go away worst fires were 1823 cop that for a change hotest day was 1908 george st sydney 48d killd all oxen"
234,391087701132193793,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia fires: Firefighters fought scores of bush fires blazing in Australia's New South Wales early Friday.
235,391087852110376960,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia fires: Firefighters fought scores of bush fires blazing in Australia's New South Wales early Friday.
236,391096211358248960,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Editorial: Bushfire disaster reminds us we are one community. #nswfires
237,391102548964163585,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews', 'Advice']",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": Fires, floods and park closures: See latest updates and alerts for national parks across NSW -"
238,391103572382724096,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Australia fires
239,391104163762814976,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'Sentiment']",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Will never complain again. This is just one of my mates' house :( #9NEWSat6 #nswfires
240,391116297896853504,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,my thoughts and prayers go out to all the people affected by the #nswfires
241,391116612469653504,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: #NSWfires urges #SutherlandShire residents to be prepared for hot conditions on Monday
242,391122446717554688,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Smokey mist covers the skies of Sydney from the bush fires. #sincity #nswfires
243,391140134109716482,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Spreading the fire to 100 houses ashes Australia via
244,391147163767414785,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: “: Comment: Is it right for and others to link #nswfires with climate change policy?
245,391147386048757760,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Massive shout out and a big thank you to all the firefighters fighting the fires in NSW your absolutely amazing. Your t…
246,391149764252680192,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,If you need someone to talk to call NSW Mental health line 1800 011 511 #nswfires #goodtotalk
247,391153509736792065,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sending love and support to all those who have tragically lost their homes and lives in the fires in NSW. Sending love your way! #nswfires
248,391159838958297088,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Incredibly proud of the #NSWRFS public info team over the last few days. In the age of technology and immediate info, t…"
249,391173810176548864,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Irrelevant']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C10 Fire Safety Engineer Sydney #ENGJobs
250,391182081327644672,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#AusPol quotes Dorothea Mackellar to explain Australia's ability to cope with fire:
251,391189643661545472,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bless you! What a marvellous &amp; generous deed you did for the people of the Australian NSW bush fires! Awesome spirit!
252,391199424807854082,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: To not talk about #climate when fires a raging through NSW in Oct! is like not talking about guns after a US massacre http:…
253,391220002034315264,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,“: Gota feel bad for the ppl in Australia. Those fires are no joke.” I haven't heard anything about this?? What's happened?!!
254,391222426354589696,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Horrid bush fires in NSW. Feeling for all those affected. The air smells like burnt eucalyptus even where I live...
255,391276436398428160,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: The largest fires in Australia in a decade have turned Sydney's skies orange:
256,391283516396163072,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia wild fires: Thousands flee homes as bushfires ravage New South Wales, Australia"
257,391323664269848576,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": UPDATE: 83 fires burning, 19 uncontained. 81 homes destroyed, 37 damaged across NSW. #today9"
258,391326306664583168,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": 193 homes confirmed destroyed, 109 damaged in Springwood/Winmalee area. #NSWRFS #nswfires"
259,391330777826222080,australiaBushfire2013,australiaBushfire2013,"['Donations', 'ThirdPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,: A very easy way to donate to the people affected by the NSW bush fires xxx
260,391331176272510977,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Discussion']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,": Yes, Tony. It was ""a very, very big fire"" because NSW has experienced its hottest year on record #SydneyFires #auspol"
261,391334724666269696,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Leaving the newsroom now, thinking of all the #nswrfs volunteers who will keep working all weekend to save houses and lives…"
262,391335295070646272,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: An update on the RFS strike team from NSW RFS Southern Border Team that travelled north for the fires... Tim K.
263,391337597760311296,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wow! Can't believe how smoggy and disgusting the air is here down in Wollongong! #nswfires
264,391343167796047872,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": The fires in Eastern NSW makes me very sad, I feel for all the ppl impacted, I can only imagine how frightening it would be i…"
265,391355129946853376,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: A RARE PiCTURE OF A FiREFiGHTER GiViNG DiRTY SPRiTE TO A YOUNG KOALA BEAR DURiNG BUSH FiRES iN AUSTRALiA
266,391366198689923072,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"What #fire scientists say: Australia's bushfire weather is getting worse, fire danger index rising in SE Australia"
267,391372838302543872,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ABCNews24 Shane Fitzsimmons: There is 100,000 kilometres of country side that's been burnt out #nswfires #bushfires"
268,391375136760135680,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NSW Premier Barry O'Farrell says Defence stopped aircraft flying over area ""because of those exploding ordinances"". #nswfires"
269,391379524006322176,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'MultimediaShare', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,": A bad fire day in New South Wales, Australia, yesterday. Look at this image from our Aqua satellite: …"
270,391386624983957504,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"For the Santa Messa tomorrow a ""special prayer"" for all who have already lost their homes in our bush fires in Australia dear Papa Francesco"
271,391395206513164288,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Thoughts &amp; prayers with #nswfires victims and the fireys, ambos, police so bravely fighting fires. Praying things get b…"
272,391395655291117569,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winmalee North fire taking off. #nswfires SkyCrane water-bombing.
273,391418912710991872,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'Advice']",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": Total fire bans are being declared in greater Sydney, Greater Hunter, Illawarra and Central ranges until further notice due to …"
274,391422343643271169,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'Advice']",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": TOTAL FIRE BANS until further notice for 4 areas inc Sydney, Hunter, Illawarra/Shoalhvn &amp; Central Ranges. #NSWRFS #nswfires Pls…"
275,391433001382723584,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: A view of #Springwood fire. MT St Columba's in Springwood #nswfires
276,391433844454223872,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Total fire bans are being declared in greater Sydney, Greater Hunter, Illawarra and Central ranges until further notice due to …"
277,391440525980491776,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Media release - Total fire bans until further notice - #NSWRFS #nswfires
278,391444246336532480,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: “: #Springwood fire now threatening St Columba’s School. #nswfires ” #BlueMountains #BushFires
279,391450013487755264,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Sydney International Regatta Centre, doubling as a helicopter refueling station &amp; water source #nswfires"
280,391463842112229377,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Amazing images from the October 2013 New South Wales' bushfires #nswfires
281,391471211487563776,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: 193 homes confirmed lost in #NSWbushfires #NSWRFS ” amazed more lives weren't lost.
282,391474315301892096,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australian military probes fire link: Australia's military is investigating whether a training exercise using ...
283,391479444914708480,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'ContinuingNews']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Starting to get the smoke from the fires from Sydney hear in Albury #7NewsAt7 #nswfires #7NewsSyd
284,391481244254343168,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,: Exhausted #firefighters yesterday at #nswfires scene. Some have lost their homes. … …
285,391483114926518272,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kudos to the volunteers &amp; emergency service personnel out there dealing with the #nswfires God bless you all and Godspeed for tomorrow x
286,391484050277683200,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DEVASTATING FIRES IN NSW...PLEASE LOOK OUT FOR INJURED WILDLIFE. Bushfires and wildlife
287,391488756252827648,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Did explosives from military exercise start massive bush fire in Australia's New South Wales?
288,391489662222487552,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Thanks to #nswrfs 4 doing an incredible job of keeping the Hume Hwy open today. Back to the #2UE newsroom 2morrow 4 more #nswfires coverage
289,391507207009087488,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'Advice']",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: State Mine Fire: Fire has been downgraded to Watch &amp; Act #NSWRFS #nswfires
290,391520016417701888,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sending lots of love to all those affected by the NSW fires.
291,391520398103564288,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Isn't it really hot around Sydney though there's meant to be huge fires and everything
292,391529344541007872,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Official', 'Advice']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: #nswfires If you see an unattended #nswfire immediately call Triple Zero (000) Please do not call 000 to report smoke
293,391656620691689473,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"People are still throwing cigarette buts out of car windows, it is truly disgusting. #nswfires"
294,391691852845314048,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,": Abbott (who claims exps for runs, swims &amp; bike rides) changes rules so less people to get #nswfires disaster payment"
295,391699499061506048,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hoping &amp; praying for no more flare-ups or new fires today &amp; tomorrow. Sending all best wishes to Firies &amp; all in affected areas#nswfires
296,391724518118404097,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Climate Code Red: Is Abbott govt fiddling while NSW burns?: #climate #globalwarming #fire #divest
297,391726644630544384,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Our hearts go out to all those affected by the terrible fires. Stay safe. NSW Rural Fire Service - Bush Fire...
298,391746458518425600,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'ServiceAvailable', 'Advice']",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Our Salvos Store in Springwood is open today offering support and practical assistance for bushfire affected locals #nswfires
299,391768205955301377,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Thoughts go out to all affected by the #nswfires. Doesn't seem like 10 years ago we lost our home in cbr. Stay strong and positive!!
